imgId,file,origResolution,infiPredPerson,infiProbPerson,gtPerson,infiCorrect,infiType,yoloModel,latencyMs,prepMs,totalMs,deadlineMiss,stateName,snapshotCpu,snapshotTemp,snapshotFreqs,preprocessMode
261535,000000261535.jpg,433x640,1,0.983223,1,1,TP,yolov8l_bsz4.ms,114.50,112.25,0,226.75,0,Idle,5.53,38.00,,fused
199681,000000199681.jpg,640x480,1,0.983069,0,0,FP,yolov8l_bsz4.ms,114.25,123.25,0,237.50,0,Idle,5.54,38.00,,fused
422998,000000422998.jpg,640x427,1,0.982964,1,1,TP,yolov8l_bsz4.ms,114.25,123.25,0,237.50,0,Idle,5.54,38.00,,fused
76417,000000076417.jpg,640x478,1,0.982942,0,0,FP,yolov8l_bsz4.ms,114.25,123.25,0,237.50,0,Idle,5.54,38.00,,fused
163640,000000163640.jpg,640x457,1,0.982891,1,1,TP,yolov8l_bsz4.ms,114.25,123.25,0,237.50,0,Idle,5.54,38.00,,fused
339870,000000339870.jpg,640x424,1,0.982605,0,0,FP,yolov8l_bsz4.ms,120.25,115.00,0,235.25,0,Idle,5.54,38.00,,fused
459272,000000459272.jpg,480x640,1,0.982482,1,1,TP,yolov8l_bsz4.ms,120.25,115.00,0,235.25,0,Idle,5.54,38.00,,fused
240023,000000240023.jpg,480x640,1,0.982468,1,1,TP,yolov8l_bsz4.ms,120.25,115.00,0,235.25,0,Idle,5.54,38.00,,fused
334719,000000334719.jpg,640x413,1,0.982447,1,1,TP,yolov8l_bsz4.ms,120.25,115.00,0,235.25,0,Idle,5.54,38.00,,fused
581062,000000581062.jpg,500x375,1,0.982228,1,1,TP,yolov8l_bsz4.ms,114.50,113.75,0,228.25,0,Idle,5.64,38.00,,fused
14226,000000014226.jpg,640x480,1,0.982225,1,1,TP,yolov8l_bsz4.ms,114.50,113.75,0,228.25,0,Idle,5.64,38.00,,fused
385029,000000385029.jpg,640x480,1,0.982221,1,1,TP,yolov8l_bsz4.ms,114.50,113.75,0,228.25,0,Idle,5.64,38.00,,fused
377670,000000377670.jpg,487x640,1,0.982120,0,0,FP,yolov8l_bsz4.ms,114.50,113.75,0,228.25,0,Idle,5.64,38.00,,fused
570688,000000570688.jpg,640x480,1,0.982030,1,1,TP,yolov8l_bsz4.ms,114.75,121.25,0,236.00,0,Idle,5.18,38.00,,fused
194875,000000194875.jpg,640x574,1,0.981916,1,1,TP,yolov8l_bsz4.ms,114.75,121.25,0,236.00,0,Idle,5.18,38.00,,fused
54931,000000054931.jpg,427x640,1,0.981833,1,1,TP,yolov8l_bsz4.ms,114.75,121.25,0,236.00,0,Idle,5.18,38.00,,fused
167159,000000167159.jpg,500x375,1,0.981663,0,0,FP,yolov8l_bsz4.ms,114.75,121.25,0,236.00,0,Idle,5.18,38.00,,fused
191288,000000191288.jpg,600x400,1,0.981637,1,1,TP,yolov8l_bsz4.ms,115.00,122.75,0,237.75,0,Idle,5.21,38.00,,fused
329447,000000329447.jpg,640x505,1,0.981566,0,0,FP,yolov8l_bsz4.ms,115.00,122.75,0,237.75,0,Idle,5.21,38.00,,fused
551794,000000551794.jpg,640x480,1,0.981534,1,1,TP,yolov8l_bsz4.ms,115.00,122.75,0,237.75,0,Idle,5.21,38.00,,fused
521509,000000521509.jpg,640x427,1,0.981520,1,1,TP,yolov8l_bsz4.ms,115.00,122.75,0,237.75,0,Idle,5.21,38.00,,fused
116439,000000116439.jpg,429x640,1,0.981456,1,1,TP,yolov8l_bsz4.ms,113.75,119.00,0,232.75,0,Idle,5.21,38.00,,fused
226883,000000226883.jpg,640x480,1,0.981443,0,0,FP,yolov8l_bsz4.ms,113.75,119.00,0,232.75,0,Idle,5.21,38.00,,fused
465806,000000465806.jpg,640x480,1,0.981180,1,1,TP,yolov8l_bsz4.ms,113.75,119.00,0,232.75,0,Idle,5.21,38.00,,fused
343496,000000343496.jpg,640x393,1,0.980968,1,1,TP,yolov8l_bsz4.ms,113.75,119.00,0,232.75,0,Idle,5.21,38.00,,fused
128654,000000128654.jpg,500x384,1,0.980685,1,1,TP,yolov8l_bsz4.ms,113.25,114.75,0,228.00,0,Idle,5.17,38.00,,fused
502336,000000502336.jpg,640x431,1,0.980618,1,1,TP,yolov8l_bsz4.ms,113.25,114.75,0,228.00,0,Idle,5.17,38.00,,fused
512776,000000512776.jpg,500x356,1,0.980472,1,1,TP,yolov8l_bsz4.ms,113.25,114.75,0,228.00,0,Idle,5.17,38.00,,fused
177861,000000177861.jpg,480x640,1,0.980432,1,1,TP,yolov8l_bsz4.ms,113.25,114.75,0,228.00,0,Idle,5.17,38.00,,fused
525247,000000525247.jpg,640x427,1,0.980405,0,0,FP,yolov8l_bsz4.ms,114.00,118.75,0,232.75,0,Idle,3.88,38.00,,fused
293858,000000293858.jpg,500x451,1,0.980312,0,0,FP,yolov8l_bsz4.ms,114.00,118.75,0,232.75,0,Idle,3.88,38.00,,fused
503855,000000503855.jpg,640x361,1,0.980281,1,1,TP,yolov8l_bsz4.ms,114.00,118.75,0,232.75,0,Idle,3.88,38.00,,fused
568814,000000568814.jpg,640x359,1,0.980216,1,1,TP,yolov8l_bsz4.ms,114.00,118.75,0,232.75,0,Idle,3.88,38.00,,fused
35279,000000035279.jpg,640x463,1,0.980076,1,1,TP,yolov8l_bsz4.ms,115.00,119.75,0,234.75,0,Idle,4.96,38.00,,fused
427256,000000427256.jpg,640x512,1,0.979814,1,1,TP,yolov8l_bsz4.ms,115.00,119.75,0,234.75,0,Idle,4.96,38.00,,fused
119445,000000119445.jpg,640x426,1,0.979627,1,1,TP,yolov8l_bsz4.ms,115.00,119.75,0,234.75,0,Idle,4.96,38.00,,fused
411774,000000411774.jpg,375x500,1,0.979605,1,1,TP,yolov8l_bsz4.ms,115.00,119.75,0,234.75,0,Idle,4.96,38.00,,fused
102820,000000102820.jpg,427x640,1,0.979500,1,1,TP,yolov8l_bsz4.ms,113.50,128.50,0,242.00,0,Idle,5.05,38.00,,fused
189213,000000189213.jpg,500x375,1,0.979486,0,0,FP,yolov8l_bsz4.ms,113.50,128.50,0,242.00,0,Idle,5.05,38.00,,fused
443844,000000443844.jpg,640x429,1,0.979428,1,1,TP,yolov8l_bsz4.ms,113.50,128.50,0,242.00,0,Idle,5.05,38.00,,fused
576654,000000576654.jpg,640x427,1,0.979381,1,1,TP,yolov8l_bsz4.ms,113.50,128.50,0,242.00,0,Idle,5.05,38.00,,fused
147740,000000147740.jpg,640x480,1,0.979352,1,1,TP,yolov8l_bsz4.ms,114.25,128.00,0,242.25,0,Idle,5.04,38.00,,fused
67616,000000067616.jpg,640x480,1,0.979319,1,1,TP,yolov8l_bsz4.ms,114.25,128.00,0,242.25,0,Idle,5.04,38.00,,fused
532855,000000532855.jpg,640x457,1,0.979276,1,1,TP,yolov8l_bsz4.ms,114.25,128.00,0,242.25,0,Idle,5.04,38.00,,fused
432553,000000432553.jpg,427x640,1,0.979230,1,1,TP,yolov8l_bsz4.ms,114.25,128.00,0,242.25,0,Idle,5.04,38.00,,fused
68628,000000068628.jpg,640x427,1,0.979122,1,1,TP,yolov8l_bsz4.ms,114.75,110.50,0,225.25,0,Idle,5.17,38.00,,fused
474293,000000474293.jpg,640x480,1,0.979071,1,1,TP,yolov8l_bsz4.ms,114.75,110.50,0,225.25,0,Idle,5.17,38.00,,fused
322724,000000322724.jpg,640x425,1,0.978950,1,1,TP,yolov8l_bsz4.ms,114.75,110.50,0,225.25,0,Idle,5.17,38.00,,fused
334530,000000334530.jpg,640x459,1,0.978944,1,1,TP,yolov8l_bsz4.ms,114.75,110.50,0,225.25,0,Idle,5.17,38.00,,fused
163118,000000163118.jpg,640x426,1,0.978900,1,1,TP,yolov8l_bsz4.ms,114.75,118.50,0,233.25,0,Idle,5.27,38.00,,fused
367082,000000367082.jpg,488x500,1,0.978649,0,0,FP,yolov8l_bsz4.ms,114.75,118.50,0,233.25,0,Idle,5.27,38.00,,fused
381587,000000381587.jpg,428x640,1,0.978590,1,1,TP,yolov8l_bsz4.ms,114.75,118.50,0,233.25,0,Idle,5.27,38.00,,fused
234607,000000234607.jpg,375x500,1,0.978559,1,1,TP,yolov8l_bsz4.ms,114.75,118.50,0,233.25,0,Idle,5.27,38.00,,fused
378673,000000378673.jpg,640x426,1,0.978460,1,1,TP,yolov8l_bsz4.ms,113.25,116.00,0,229.25,0,Idle,5.27,38.00,,fused
477805,000000477805.jpg,640x427,1,0.978424,1,1,TP,yolov8l_bsz4.ms,113.25,116.00,0,229.25,0,Idle,5.27,38.00,,fused
437331,000000437331.jpg,640x428,1,0.978333,1,1,TP,yolov8l_bsz4.ms,113.25,116.00,0,229.25,0,Idle,5.27,38.00,,fused
541773,000000541773.jpg,640x480,1,0.978287,1,1,TP,yolov8l_bsz4.ms,113.25,116.00,0,229.25,0,Idle,5.27,38.00,,fused
359833,000000359833.jpg,480x640,1,0.978127,1,1,TP,yolov8l_bsz4.ms,114.75,119.25,0,234.00,0,Idle,5.04,38.00,,fused
278973,000000278973.jpg,640x426,1,0.977994,1,1,TP,yolov8l_bsz4.ms,114.75,119.25,0,234.00,0,Idle,5.04,38.00,,fused
361730,000000361730.jpg,640x480,1,0.977946,1,1,TP,yolov8l_bsz4.ms,114.75,119.25,0,234.00,0,Idle,5.04,38.00,,fused
273715,000000273715.jpg,500x373,1,0.977898,1,1,TP,yolov8l_bsz4.ms,114.75,119.25,0,234.00,0,Idle,5.04,38.00,,fused
395903,000000395903.jpg,640x360,1,0.977730,1,1,TP,yolov8l_bsz4.ms,114.50,117.75,0,232.25,0,Idle,5.00,38.00,,fused
353180,000000353180.jpg,640x420,1,0.977702,1,1,TP,yolov8l_bsz4.ms,114.50,117.75,0,232.25,0,Idle,5.00,38.00,,fused
237517,000000237517.jpg,478x640,1,0.977644,0,0,FP,yolov8l_bsz4.ms,114.50,117.75,0,232.25,0,Idle,5.00,38.00,,fused
480985,000000480985.jpg,375x500,1,0.977491,1,1,TP,yolov8l_bsz4.ms,114.50,117.75,0,232.25,0,Idle,5.00,38.00,,fused
21465,000000021465.jpg,500x281,1,0.977475,0,0,FP,yolov8l_bsz4.ms,113.25,126.50,0,239.75,0,Idle,5.03,38.00,,fused
451150,000000451150.jpg,480x640,1,0.977390,0,0,FP,yolov8l_bsz4.ms,113.25,126.50,0,239.75,0,Idle,5.03,38.00,,fused
275058,000000275058.jpg,427x640,1,0.977261,1,1,TP,yolov8l_bsz4.ms,113.25,126.50,0,239.75,0,Idle,5.03,38.00,,fused
450075,000000450075.jpg,640x480,1,0.977233,1,1,TP,yolov8l_bsz4.ms,113.25,126.50,0,239.75,0,Idle,5.03,38.00,,fused
233771,000000233771.jpg,640x640,1,0.977137,1,1,TP,yolov8l_bsz4.ms,114.25,123.00,0,237.25,0,Idle,0.64,38.00,,fused
270122,000000270122.jpg,640x427,1,0.977038,1,1,TP,yolov8l_bsz4.ms,114.25,123.00,0,237.25,0,Idle,0.64,38.00,,fused
258388,000000258388.jpg,640x425,1,0.977036,1,1,TP,yolov8l_bsz4.ms,114.25,123.00,0,237.25,0,Idle,0.64,38.00,,fused
287291,000000287291.jpg,500x375,1,0.976942,1,1,TP,yolov8l_bsz4.ms,114.25,123.00,0,237.25,0,Idle,0.64,38.00,,fused
397681,000000397681.jpg,640x640,1,0.976858,1,1,TP,yolov8l_bsz4.ms,114.00,147.25,0,261.25,0,Idle,3.96,38.00,,fused
161397,000000161397.jpg,640x480,1,0.976773,1,1,TP,yolov8l_bsz4.ms,114.00,147.25,0,261.25,0,Idle,3.96,38.00,,fused
292024,000000292024.jpg,612x612,1,0.976415,1,1,TP,yolov8l_bsz4.ms,114.00,147.25,0,261.25,0,Idle,3.96,38.00,,fused
56350,000000056350.jpg,612x612,1,0.976360,1,1,TP,yolov8l_bsz4.ms,114.00,147.25,0,261.25,0,Idle,3.96,38.00,,fused
350122,000000350122.jpg,640x480,1,0.976340,1,1,TP,yolov8l_bsz4.ms,114.75,138.00,0,252.75,0,Idle,4.59,38.00,,fused
100624,000000100624.jpg,640x427,1,0.976158,1,1,TP,yolov8l_bsz4.ms,114.75,138.00,0,252.75,0,Idle,4.59,38.00,,fused
512929,000000512929.jpg,612x612,1,0.975884,1,1,TP,yolov8l_bsz4.ms,114.75,138.00,0,252.75,0,Idle,4.59,38.00,,fused
472375,000000472375.jpg,612x612,1,0.975880,0,0,FP,yolov8l_bsz4.ms,114.75,138.00,0,252.75,0,Idle,4.59,38.00,,fused
308165,000000308165.jpg,425x640,1,0.975523,1,1,TP,yolov8l_bsz4.ms,114.75,110.00,0,224.75,0,Idle,4.90,38.00,,fused
567740,000000567740.jpg,640x480,1,0.975362,1,1,TP,yolov8l_bsz4.ms,114.75,110.00,0,224.75,0,Idle,4.90,38.00,,fused
154004,000000154004.jpg,640x427,1,0.975157,1,1,TP,yolov8l_bsz4.ms,114.75,110.00,0,224.75,0,Idle,4.90,38.00,,fused
199551,000000199551.jpg,640x428,1,0.975051,1,1,TP,yolov8l_bsz4.ms,114.75,110.00,0,224.75,0,Idle,4.90,38.00,,fused
449603,000000449603.jpg,640x426,1,0.975041,1,1,TP,yolov8l_bsz4.ms,114.50,113.25,0,227.75,0,Idle,4.86,39.00,,fused
84752,000000084752.jpg,640x427,1,0.974888,0,0,FP,yolov8l_bsz4.ms,114.50,113.25,0,227.75,0,Idle,4.86,39.00,,fused
39405,000000039405.jpg,640x480,1,0.974632,1,1,TP,yolov8l_bsz4.ms,114.50,113.25,0,227.75,0,Idle,4.86,39.00,,fused
277020,000000277020.jpg,640x360,1,0.974401,1,1,TP,yolov8l_bsz4.ms,114.50,113.25,0,227.75,0,Idle,4.86,39.00,,fused
82180,000000082180.jpg,640x425,1,0.974204,0,0,FP,yolov8l_bsz4.ms,114.25,123.75,0,238.00,0,Idle,5.09,39.00,,fused
172617,000000172617.jpg,375x500,1,0.974023,1,1,TP,yolov8l_bsz4.ms,114.25,123.75,0,238.00,0,Idle,5.09,39.00,,fused
2532,000000002532.jpg,480x640,1,0.973948,1,1,TP,yolov8l_bsz4.ms,114.25,123.75,0,238.00,0,Idle,5.09,39.00,,fused
21903,000000021903.jpg,640x480,1,0.973607,1,1,TP,yolov8l_bsz4.ms,114.25,123.75,0,238.00,0,Idle,5.09,39.00,,fused
109118,000000109118.jpg,486x640,1,0.973593,1,1,TP,yolov8l_bsz4.ms,113.75,112.50,0,226.25,0,Idle,5.16,39.00,,fused
521717,000000521717.jpg,640x426,1,0.973419,1,1,TP,yolov8l_bsz4.ms,113.75,112.50,0,226.25,0,Idle,5.16,39.00,,fused
187144,000000187144.jpg,640x480,1,0.973351,1,1,TP,yolov8l_bsz4.ms,113.75,112.50,0,226.25,0,Idle,5.16,39.00,,fused
390246,000000390246.jpg,640x427,1,0.973235,1,1,TP,yolov8l_bsz4.ms,113.75,112.50,0,226.25,0,Idle,5.16,39.00,,fused
60347,000000060347.jpg,480x640,1,0.973107,1,1,TP,yolov8l_bsz4.ms,114.25,116.50,0,230.75,0,Idle,5.19,39.00,,fused
215072,000000215072.jpg,640x451,1,0.972996,1,1,TP,yolov8l_bsz4.ms,114.25,116.50,0,230.75,0,Idle,5.19,39.00,,fused
249219,000000249219.jpg,640x479,1,0.972865,0,0,FP,yolov8l_bsz4.ms,114.25,116.50,0,230.75,0,Idle,5.19,39.00,,fused
422836,000000422836.jpg,320x240,1,0.972830,1,1,TP,yolov8l_bsz4.ms,114.25,116.50,0,230.75,0,Idle,5.19,39.00,,fused
245311,000000245311.jpg,612x612,1,0.972703,1,1,TP,yolov8l_bsz4.ms,113.75,122.75,0,236.50,0,Idle,5.23,39.00,,fused
67534,000000067534.jpg,306x640,1,0.972561,1,1,TP,yolov8l_bsz4.ms,113.75,122.75,0,236.50,0,Idle,5.23,39.00,,fused
230983,000000230983.jpg,430x640,1,0.972531,1,1,TP,yolov8l_bsz4.ms,113.75,122.75,0,236.50,0,Idle,5.23,39.00,,fused
336628,000000336628.jpg,428x640,1,0.972507,1,1,TP,yolov8l_bsz4.ms,113.75,122.75,0,236.50,0,Idle,5.23,39.00,,fused
236308,000000236308.jpg,640x368,1,0.972496,1,1,TP,yolov8l_bsz4.ms,121.50,115.00,0,236.50,0,Idle,5.23,39.00,,fused
472298,000000472298.jpg,640x387,1,0.972476,1,1,TP,yolov8l_bsz4.ms,121.50,115.00,0,236.50,0,Idle,5.23,39.00,,fused
548339,000000548339.jpg,640x576,1,0.972332,1,1,TP,yolov8l_bsz4.ms,121.50,115.00,0,236.50,0,Idle,5.23,39.00,,fused
530975,000000530975.jpg,640x480,1,0.972277,1,1,TP,yolov8l_bsz4.ms,121.50,115.00,0,236.50,0,Idle,5.23,39.00,,fused
425906,000000425906.jpg,463x640,1,0.972228,1,1,TP,yolov8l_bsz4.ms,113.50,110.00,0,223.50,0,Idle,5.28,39.00,,fused
133087,000000133087.jpg,640x429,1,0.971775,0,0,FP,yolov8l_bsz4.ms,113.50,110.00,0,223.50,0,Idle,5.28,39.00,,fused
486438,000000486438.jpg,640x427,1,0.971693,1,1,TP,yolov8l_bsz4.ms,113.50,110.00,0,223.50,0,Idle,5.28,39.00,,fused
51712,000000051712.jpg,640x368,1,0.971292,1,1,TP,yolov8l_bsz4.ms,113.50,110.00,0,223.50,0,Idle,5.28,39.00,,fused
87038,000000087038.jpg,640x480,1,0.971250,1,1,TP,yolov8l_bsz4.ms,113.00,114.25,0,227.25,0,Idle,4.60,39.00,,fused
165039,000000165039.jpg,640x427,1,0.971192,1,1,TP,yolov8l_bsz4.ms,113.00,114.25,0,227.25,0,Idle,4.60,39.00,,fused
404839,000000404839.jpg,427x640,1,0.971178,1,1,TP,yolov8l_bsz4.ms,113.00,114.25,0,227.25,0,Idle,4.60,39.00,,fused
423617,000000423617.jpg,640x480,1,0.970972,1,1,TP,yolov8l_bsz4.ms,113.00,114.25,0,227.25,0,Idle,4.60,39.00,,fused
358195,000000358195.jpg,483x640,1,0.970912,1,1,TP,yolov8l_bsz4.ms,114.00,123.00,0,237.00,0,Idle,5.10,39.00,,fused
141821,000000141821.jpg,640x480,1,0.970904,1,1,TP,yolov8l_bsz4.ms,114.00,123.00,0,237.00,0,Idle,5.10,39.00,,fused
238013,000000238013.jpg,500x334,1,0.970670,1,1,TP,yolov8l_bsz4.ms,114.00,123.00,0,237.00,0,Idle,5.10,39.00,,fused
531135,000000531135.jpg,500x375,1,0.970638,1,1,TP,yolov8l_bsz4.ms,114.00,123.00,0,237.00,0,Idle,5.10,39.00,,fused
265816,000000265816.jpg,640x406,1,0.970523,1,1,TP,yolov8l_bsz4.ms,113.50,118.75,0,232.25,0,Idle,5.22,39.00,,fused
260470,000000260470.jpg,640x427,1,0.970340,1,1,TP,yolov8l_bsz4.ms,113.50,118.75,0,232.25,0,Idle,5.22,39.00,,fused
555050,000000555050.jpg,500x322,1,0.970326,1,1,TP,yolov8l_bsz4.ms,113.50,118.75,0,232.25,0,Idle,5.22,39.00,,fused
329827,000000329827.jpg,640x427,1,0.970132,1,1,TP,yolov8l_bsz4.ms,113.50,118.75,0,232.25,0,Idle,5.22,39.00,,fused
252559,000000252559.jpg,480x640,1,0.968798,1,1,TP,yolov8l_bsz4.ms,112.50,136.25,0,248.75,0,Idle,5.18,39.00,,fused
51314,000000051314.jpg,640x480,1,0.968686,1,1,TP,yolov8l_bsz4.ms,112.50,136.25,0,248.75,0,Idle,5.18,39.00,,fused
55950,000000055950.jpg,426x640,1,0.968652,1,1,TP,yolov8l_bsz4.ms,112.50,136.25,0,248.75,0,Idle,5.18,39.00,,fused
16598,000000016598.jpg,478x640,1,0.968506,1,1,TP,yolov8l_bsz4.ms,112.50,136.25,0,248.75,0,Idle,5.18,39.00,,fused
90284,000000090284.jpg,640x639,1,0.968452,1,1,TP,yolov8l_bsz4.ms,114.50,118.75,0,233.25,0,Idle,5.21,39.00,,fused
15956,000000015956.jpg,640x480,1,0.968399,1,1,TP,yolov8l_bsz4.ms,114.50,118.75,0,233.25,0,Idle,5.21,39.00,,fused
306893,000000306893.jpg,500x368,1,0.968225,1,1,TP,yolov8l_bsz4.ms,114.50,118.75,0,233.25,0,Idle,5.21,39.00,,fused
362682,000000362682.jpg,640x427,1,0.968017,1,1,TP,yolov8l_bsz4.ms,114.50,118.75,0,233.25,0,Idle,5.21,39.00,,fused
233370,000000233370.jpg,427x640,1,0.967911,1,1,TP,yolov8l_bsz4.ms,114.50,120.25,0,234.75,0,Idle,5.28,39.00,,fused
439593,000000439593.jpg,640x480,1,0.967750,1,1,TP,yolov8l_bsz4.ms,114.50,120.25,0,234.75,0,Idle,5.28,39.00,,fused
50326,000000050326.jpg,500x375,1,0.967714,1,1,TP,yolov8l_bsz4.ms,114.50,120.25,0,234.75,0,Idle,5.28,39.00,,fused
30504,000000030504.jpg,480x640,1,0.967660,1,1,TP,yolov8l_bsz4.ms,114.50,120.25,0,234.75,0,Idle,5.28,39.00,,fused
76625,000000076625.jpg,640x480,1,0.967194,1,1,TP,yolov8l_bsz4.ms,113.50,131.25,0,244.75,0,Idle,5.26,39.00,,fused
167486,000000167486.jpg,640x480,1,0.967137,1,1,TP,yolov8l_bsz4.ms,113.50,131.25,0,244.75,0,Idle,5.26,39.00,,fused
42528,000000042528.jpg,640x495,1,0.967066,1,1,TP,yolov8l_bsz4.ms,113.50,131.25,0,244.75,0,Idle,5.26,39.00,,fused
259830,000000259830.jpg,425x640,1,0.966848,1,1,TP,yolov8l_bsz4.ms,113.50,131.25,0,244.75,0,Idle,5.26,39.00,,fused
138979,000000138979.jpg,640x426,1,0.966833,1,1,TP,yolov8l_bsz4.ms,113.75,125.25,0,239.00,0,Idle,5.28,39.00,,fused
462371,000000462371.jpg,500x401,1,0.966806,1,1,TP,yolov8l_bsz4.ms,113.75,125.25,0,239.00,0,Idle,5.28,39.00,,fused
253433,000000253433.jpg,640x480,1,0.966669,0,0,FP,yolov8l_bsz4.ms,113.75,125.25,0,239.00,0,Idle,5.28,39.00,,fused
310072,000000310072.jpg,640x383,1,0.966554,0,0,FP,yolov8l_bsz4.ms,113.75,125.25,0,239.00,0,Idle,5.28,39.00,,fused
407868,000000407868.jpg,640x480,1,0.966370,1,1,TP,yolov8l_bsz4.ms,114.75,122.25,0,237.00,0,Idle,5.30,39.00,,fused
203639,000000203639.jpg,486x640,1,0.965850,1,1,TP,yolov8l_bsz4.ms,114.75,122.25,0,237.00,0,Idle,5.30,39.00,,fused
341469,000000341469.jpg,457x640,1,0.965636,1,1,TP,yolov8l_bsz4.ms,114.75,122.25,0,237.00,0,Idle,5.30,39.00,,fused
570756,000000570756.jpg,640x428,1,0.965573,1,1,TP,yolov8l_bsz4.ms,114.75,122.25,0,237.00,0,Idle,5.30,39.00,,fused
33854,000000033854.jpg,640x427,1,0.965562,1,1,TP,yolov8l_bsz4.ms,113.25,114.50,0,227.75,0,Idle,8.12,39.00,,fused
549055,000000549055.jpg,640x304,1,0.965517,1,1,TP,yolov8l_bsz4.ms,113.25,114.50,0,227.75,0,Idle,8.12,39.00,,fused
251140,000000251140.jpg,375x500,1,0.965187,1,1,TP,yolov8l_bsz4.ms,113.25,114.50,0,227.75,0,Idle,8.12,39.00,,fused
124798,000000124798.jpg,640x427,1,0.964963,1,1,TP,yolov8l_bsz4.ms,113.25,114.50,0,227.75,0,Idle,8.12,39.00,,fused
515579,000000515579.jpg,500x332,1,0.964691,1,1,TP,yolov8l_bsz4.ms,114.50,124.75,0,239.25,0,Idle,5.86,39.00,,fused
511999,000000511999.jpg,640x446,1,0.964372,1,1,TP,yolov8l_bsz4.ms,114.50,124.75,0,239.25,0,Idle,5.86,39.00,,fused
137576,000000137576.jpg,640x563,1,0.964287,0,0,FP,yolov8l_bsz4.ms,114.50,124.75,0,239.25,0,Idle,5.86,39.00,,fused
49259,000000049259.jpg,427x640,1,0.964221,1,1,TP,yolov8l_bsz4.ms,114.50,124.75,0,239.25,0,Idle,5.86,39.00,,fused
357742,000000357742.jpg,429x640,1,0.963879,1,1,TP,yolov8l_bsz4.ms,114.00,127.75,0,241.75,0,Idle,5.66,39.00,,fused
345385,000000345385.jpg,640x480,1,0.963770,1,1,TP,yolov8l_bsz4.ms,114.00,127.75,0,241.75,0,Idle,5.66,39.00,,fused
13546,000000013546.jpg,640x425,1,0.963354,1,1,TP,yolov8l_bsz4.ms,114.00,127.75,0,241.75,0,Idle,5.66,39.00,,fused
458255,000000458255.jpg,640x428,1,0.963281,1,1,TP,yolov8l_bsz4.ms,114.00,127.75,0,241.75,0,Idle,5.66,39.00,,fused
558114,000000558114.jpg,640x480,1,0.962980,1,1,TP,yolov8l_bsz4.ms,112.50,111.25,0,223.75,0,Idle,5.66,39.00,,fused
303499,000000303499.jpg,333x500,1,0.962928,1,1,TP,yolov8l_bsz4.ms,112.50,111.25,0,223.75,0,Idle,5.66,39.00,,fused
422670,000000422670.jpg,640x427,1,0.962863,1,1,TP,yolov8l_bsz4.ms,112.50,111.25,0,223.75,0,Idle,5.66,39.00,,fused
37689,000000037689.jpg,640x426,1,0.962839,1,1,TP,yolov8l_bsz4.ms,112.50,111.25,0,223.75,0,Idle,5.66,39.00,,fused
102356,000000102356.jpg,427x640,1,0.962754,1,1,TP,yolov8l_bsz4.ms,114.75,114.50,0,229.25,0,Idle,5.05,39.00,,fused
213255,000000213255.jpg,480x640,1,0.962730,1,1,TP,yolov8l_bsz4.ms,114.75,114.50,0,229.25,0,Idle,5.05,39.00,,fused
462728,000000462728.jpg,640x427,1,0.962366,1,1,TP,yolov8l_bsz4.ms,114.75,114.50,0,229.25,0,Idle,5.05,39.00,,fused
369541,000000369541.jpg,375x500,1,0.962106,1,1,TP,yolov8l_bsz4.ms,114.75,114.50,0,229.25,0,Idle,5.05,39.00,,fused
19221,000000019221.jpg,640x478,1,0.962000,1,1,TP,yolov8l_bsz4.ms,114.25,110.00,0,224.25,0,Idle,4.96,39.00,,fused
206025,000000206025.jpg,424x640,1,0.961926,1,1,TP,yolov8l_bsz4.ms,114.25,110.00,0,224.25,0,Idle,4.96,39.00,,fused
300039,000000300039.jpg,500x374,1,0.961920,1,1,TP,yolov8l_bsz4.ms,114.25,110.00,0,224.25,0,Idle,4.96,39.00,,fused
230819,000000230819.jpg,640x432,1,0.961792,1,1,TP,yolov8l_bsz4.ms,114.25,110.00,0,224.25,0,Idle,4.96,39.00,,fused
58655,000000058655.jpg,425x640,1,0.961485,0,0,FP,yolov8l_bsz4.ms,113.75,118.25,0,232.00,0,Idle,5.07,39.00,,fused
574702,000000574702.jpg,333x500,1,0.961415,1,1,TP,yolov8l_bsz4.ms,113.75,118.25,0,232.00,0,Idle,5.07,39.00,,fused
346707,000000346707.jpg,333x500,1,0.961168,0,0,FP,yolov8l_bsz4.ms,113.75,118.25,0,232.00,0,Idle,5.07,39.00,,fused
552842,000000552842.jpg,640x427,1,0.961128,1,1,TP,yolov8l_bsz4.ms,113.75,118.25,0,232.00,0,Idle,5.07,39.00,,fused
388927,000000388927.jpg,480x640,1,0.960642,1,1,TP,yolov8l_bsz4.ms,114.75,114.00,0,228.75,0,Idle,5.25,39.00,,fused
295478,000000295478.jpg,512x640,1,0.960545,1,1,TP,yolov8l_bsz4.ms,114.75,114.00,0,228.75,0,Idle,5.25,39.00,,fused
52507,000000052507.jpg,640x438,1,0.960233,1,1,TP,yolov8l_bsz4.ms,114.75,114.00,0,228.75,0,Idle,5.25,39.00,,fused
76547,000000076547.jpg,640x480,1,0.960140,1,1,TP,yolov8l_bsz4.ms,114.75,114.00,0,228.75,0,Idle,5.25,39.00,,fused
360960,000000360960.jpg,426x640,1,0.959915,1,1,TP,yolov8l_bsz4.ms,114.25,123.00,0,237.25,0,Idle,5.25,39.00,,fused
